disease,fever,headache,cough,fatigue,nausea,vomiting,sore_throat,body_pain,stomach_pain,chest_pain,shortness_of_breath,dizziness,joint_pain,skin_rash,runny_nose,chills,abdominal_pain,loss_of_appetite,diarrhea,muscle_pain
Bronchitis,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
Bronchitis,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Sinusitis,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinusitis,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sinusitis,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Sinusitis,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Sinusitis,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sinusitis,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
Sinusitis,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Sinusitis,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
Sinusitis,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sinusitis,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
Sinusitis,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Sinusitis,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
Sinusitis,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
Sinusitis,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
Sinusitis,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Sinusitis,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Sinusitis,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sinusitis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Sinusitis,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Sinusitis,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
Sinusitis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sinusitis,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Sinusitis,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
Sinusitis,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Sinusitis,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Sinusitis,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Sinusitis,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
Sinusitis,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
Sinusitis,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
Sinusitis,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Sinusitis,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Sinusitis,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Sinusitis,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
Sinusitis,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Sinusitis,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
Sinusitis,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Sinusitis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Sinusitis,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sinusitis,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
Sinusitis,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Sinusitis,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Sinusitis,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
Sinusitis,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sinusitis,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Sinusitis,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Sinusitis,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
Sinusitis,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Sinusitis,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
Sinusitis,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
Sinusitis,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
Sinusitis,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Sinusitis,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Sinusitis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinusitis,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sinusitis,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sinusitis,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
Sinusitis,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Sinusitis,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sinusitis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Sinusitis,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Sinusitis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sinusitis,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
Sinusitis,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
Sinusitis,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Sinusitis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sinusitis,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Sinusitis,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Sinusitis,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Sinusitis,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
Sinusitis,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
Sinusitis,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Sinusitis,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sinusitis,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Sinusitis,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Sinusitis,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Sinusitis,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
Sinusitis,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
Sinusitis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Sinusitis,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sinusitis,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Sinusitis,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
Sinusitis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
Sinusitis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Sinusitis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Sinusitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
Food Poisoning,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1
Food Poisoning,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
Food Poisoning,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0
Food Poisoning,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Food Poisoning,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
Food Poisoning,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0
Food Poisoning,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
Food Poisoning,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Food Poisoning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
Food Poisoning,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Food Poisoning,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
Food Poisoning,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Food Poisoning,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
Food Poisoning,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
Food Poisoning,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
Food Poisoning,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
Food Poisoning,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0
Food Poisoning,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0
Food Poisoning,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1
Food Poisoning,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
Food Poisoning,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0
Food Poisoning,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
Food Poisoning,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1
Food Poisoning,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
Food Poisoning,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0
Food Poisoning,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
Food Poisoning,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0
Food Poisoning,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0
Food Poisoning,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
Food Poisoning,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Food Poisoning,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Food Poisoning,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Food Poisoning,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0
Food Poisoning,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
Food Poisoning,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Food Poisoning,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Food Poisoning,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Food Poisoning,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
Food Poisoning,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
Food Poisoning,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1
Food Poisoning,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1
Food Poisoning,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Food Poisoning,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
Food Poisoning,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
Food Poisoning,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
Food Poisoning,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
Food Poisoning,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
Food Poisoning,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
Food Poisoning,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
Food Poisoning,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
Food Poisoning,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1
Food Poisoning,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
Food Poisoning,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
Food Poisoning,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Food Poisoning,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
Food Poisoning,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0
Food Poisoning,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Food Poisoning,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1
Food Poisoning,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
Food Poisoning,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
Food Poisoning,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
Food Poisoning,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Food Poisoning,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Food Poisoning,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0
Food Poisoning,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Food Poisoning,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
